PT08.S1(CO),PT08.S2(NMHC),PT08.S4(NO2),T,RH,AH,Hour,DayOfWeek,NOx(GT)
1339.0,1094.0,1376.0,19.3,34.7,0.7681,11,2,568.0
1526.0,1552.0,2074.0,16.6,68.4,1.2829,9,1,141.0
1173.0,1063.0,1905.0,20.4,63.1,1.4969,11,1,201.0
982.0,700.0,1359.0,13.8,51.4,0.8071,0,1,53.0
983.0,833.0,1524.0,16.0,58.3,1.0481,5,4,116.0
887.0,754.0,1523.0,30.9,30.7,1.3493,14,2,32.0
1074.0,731.0,1488.0,12.9,69.1,1.0264,6,6,141.0
1042.0,771.0,941.0,3.5,60.9,0.4857,7,2,297.0
981.0,918.0,1572.0,31.2,26.6,1.192,11,1,126.0
971.0,881.0,1635.0,26.6,42.2,1.4452,21,4,78.0
998.0,1119.0,1780.0,31.6,24.1,1.0994,11,0,207.0
1049.0,1133.0,1662.0,22.4,41.1,1.0979,8,1,216.0
1187.0,1104.0,1721.0,17.6,43.3,0.8647,8,5,208.0
799.0,709.0,1332.0,35.2,20.5,1.1418,15,4,48.0
1121.0,989.0,1821.0,28.8,48.8,1.9039,22,1,108.0
1100.0,810.0,1070.0,6.3,59.8,0.5761,0,5,327.0
1065.0,977.0,1733.0,25.9,46.1,1.5174,1,4,83.0
1089.0,750.0,1108.0,3.9,80.9,0.6613,2,4,241.0
901.0,652.0,1468.0,20.7,77.8,1.8764,3,2,141.0
1071.0,873.0,1150.0,8.6,70.5,0.7915,0,1,339.0
1326.0,1416.0,1971.0,20.2,66.6,1.5567,8,0,366.0
1328.0,1405.0,2072.0,37.3,19.9,1.2437,18,0,302.0
1448.0,1187.0,1490.0,16.9,40.3,0.7717,10,3,668.0
1287.0,982.0,1582.0,17.8,47.0,0.9467,22,4,115.0
1205.0,989.0,1084.0,11.5,33.0,0.4476,12,3,551.0
1197.0,881.0,1295.0,12.3,81.9,1.1674,6,5,320.0
1156.0,859.0,1196.0,6.2,77.4,0.7383,11,0,387.0
842.0,711.0,1160.0,22.3,30.4,0.8063,13,6,110.0
907.0,961.0,1564.0,31.1,18.2,0.8079,15,0,105.0
918.0,779.0,1537.0,35.8,27.7,1.6041,12,4,65.0
867.0,618.0,1231.0,27.0,34.3,1.2089,8,6,141.0
1197.0,1102.0,1309.0,7.8,50.8,0.5384,20,4,454.0
912.0,690.0,1309.0,15.8,75.5,1.3436,3,6,141.0
998.0,856.0,1488.0,14.9,54.7,0.9203,6,4,65.0
1683.0,1831.0,1964.0,9.2,39.3,0.4573,18,0,1216.0
833.0,641.0,1496.0,23.5,51.2,1.4634,6,6,30.0
1389.0,1341.0,1982.0,12.6,52.5,0.7642,20,3,231.0
1166.0,909.0,1079.0,4.8,61.9,0.537,6,4,351.0
1401.0,1396.0,2009.0,27.7,24.8,0.9106,18,3,231.0
1542.0,1161.0,1435.0,11.4,67.9,0.9119,17,5,464.0
769.0,412.0,727.0,4.4,42.2,0.3571,4,3,28.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,12,2,836.0
1299.0,1254.0,1662.0,15.9,63.4,1.1349,10,0,698.0
1004.0,1011.0,1754.0,24.6,41.9,1.2752,21,0,108.0
1115.0,1140.0,1746.0,41.1,16.5,1.2701,17,4,133.0
886.0,813.0,1592.0,23.5,48.3,1.3777,1,4,63.0
1232.0,903.0,1313.0,15.0,56.2,0.9539,12,6,284.0
1058.0,898.0,1470.0,26.3,38.3,1.2932,9,0,141.0
1493.0,1328.0,2193.0,16.8,62.5,1.1869,7,0,283.0
1035.0,895.0,1657.0,20.3,54.8,1.2867,10,1,84.0
771.0,490.0,990.0,6.3,84.8,0.8148,6,2,48.0
1148.0,1048.0,1883.0,20.5,66.9,1.5914,22,1,136.0
807.0,658.0,1328.0,32.4,26.3,1.2523,12,5,141.0
1578.0,1494.0,1854.0,9.9,77.6,0.9488,9,1,980.0
676.0,429.0,803.0,11.0,37.3,0.488,3,0,141.0
883.0,530.0,1102.0,13.7,68.2,1.0611,4,1,63.0
998.0,859.0,1450.0,17.0,43.3,0.8341,1,6,90.0
1056.0,672.0,1184.0,15.4,62.0,1.0793,2,2,116.0
1161.0,992.0,1211.0,18.2,28.1,0.5817,17,4,324.0
1213.0,1341.0,2090.0,28.8,30.2,1.1761,20,1,210.0
1083.0,1097.0,1810.0,37.6,21.1,1.3478,14,4,117.0
1041.0,782.0,1425.0,11.0,61.4,0.8057,23,1,78.0
886.0,699.0,1106.0,10.1,75.3,0.9322,1,2,157.0
1208.0,911.0,1245.0,13.7,52.1,0.8121,22,6,318.0
1088.0,862.0,1519.0,25.7,34.8,1.1292,9,6,93.0
1340.0,1324.0,1907.0,19.3,59.6,1.3195,19,3,141.0
812.0,613.0,1302.0,23.0,54.0,1.501,2,2,54.0
1182.0,1016.0,1572.0,21.8,58.2,1.5036,22,3,209.0
939.0,849.0,1479.0,26.3,37.3,1.2555,22,2,72.0
904.0,635.0,1233.0,10.6,56.1,0.7149,21,0,66.0
966.0,1131.0,1612.0,35.7,13.6,0.7836,14,2,200.0
937.0,698.0,1382.0,20.1,42.0,0.9763,1,4,42.0
1106.0,1109.0,1752.0,28.5,32.1,1.2296,21,3,129.0
927.0,571.0,1223.0,6.8,62.9,0.6234,6,4,56.0
1435.0,1387.0,2140.0,19.9,74.3,1.7083,7,3,664.0
1097.0,892.0,1594.0,16.1,56.0,1.0151,19,5,141.0
915.0,721.0,1315.0,16.8,72.9,1.3851,3,3,141.0
959.0,792.0,1315.0,17.1,58.7,1.1332,9,6,141.0
809.0,701.0,1384.0,21.1,51.6,1.2784,6,0,141.0
1650.0,1506.0,2093.0,23.8,59.9,1.7376,12,2,141.0
863.0,610.0,1086.0,13.1,62.4,0.9366,9,6,130.0
1161.0,1057.0,1764.0,25.1,51.5,1.621,23,6,141.0
1565.0,1549.0,2396.0,12.3,69.2,0.9906,8,1,141.0
1312.0,1087.0,1393.0,13.8,50.9,0.796,13,5,440.0
1327.0,1289.0,1938.0,25.8,29.9,0.9808,17,1,141.0
1517.0,1512.0,1902.0,14.1,57.8,0.9262,19,2,728.0
1105.0,1010.0,1709.0,18.0,46.7,0.9569,12,0,141.0
1215.0,1161.0,1802.0,15.1,51.8,0.8816,20,5,141.0
989.0,762.0,1076.0,5.3,80.4,0.7234,6,4,326.0
1239.0,1272.0,1790.0,25.2,24.3,0.7671,18,4,214.0
956.0,740.0,1474.0,23.8,57.8,1.677,1,0,141.0
1370.0,1372.0,1945.0,20.8,64.7,1.5692,8,4,404.0
940.0,823.0,1415.0,19.6,56.6,1.2797,2,6,112.0
1226.0,1080.0,1697.0,34.8,27.1,1.4837,11,5,141.0
804.0,604.0,1357.0,13.2,64.6,0.9774,5,3,48.0
1222.0,1188.0,1265.0,7.7,34.6,0.3652,10,1,666.0
1700.0,1782.0,2403.0,27.0,40.2,1.4158,18,1,141.0
1205.0,828.0,1344.0,15.3,73.3,1.2655,1,4,239.0
849.0,537.0,757.0,4.6,39.0,0.333,10,6,107.0
853.0,616.0,870.0,4.1,52.5,0.4351,22,1,113.0
1114.0,1059.0,1704.0,16.8,50.4,0.9545,21,1,141.0
1193.0,1097.0,1832.0,36.6,27.8,1.676,12,2,152.0
1013.0,873.0,984.0,8.1,37.9,0.41,20,6,369.0
1002.0,762.0,1385.0,21.4,60.6,1.5236,1,3,141.0
830.0,582.0,1264.0,20.0,34.5,0.7954,2,1,30.0
1048.0,1013.0,1584.0,26.8,25.2,0.8721,12,0,127.0
906.0,650.0,1581.0,26.9,60.3,2.1074,3,2,141.0
972.0,880.0,1590.0,14.3,60.5,0.9847,6,4,89.0
828.0,690.0,1353.0,18.6,44.2,0.9385,7,6,48.0
1277.0,1277.0,1846.0,29.4,36.4,1.4718,13,1,401.0
1225.0,1281.0,2082.0,30.7,31.4,1.3686,18,3,180.0
1367.0,1342.0,2002.0,34.8,23.4,1.2781,10,1,308.0
1215.0,1303.0,2180.0,20.0,57.4,1.3268,8,3,220.0
1235.0,963.0,1680.0,13.1,80.1,1.2016,22,4,166.0
1325.0,1140.0,1403.0,6.8,77.9,0.7756,9,5,583.0
1116.0,1012.0,1445.0,19.7,49.3,1.1148,22,2,249.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,7,4,201.0
926.0,623.0,873.0,2.0,60.8,0.4337,4,3,134.0
1006.0,845.0,1430.0,25.8,45.4,1.487,1,5,141.0
1402.0,939.0,1555.0,11.9,54.0,0.7502,20,2,131.0
1138.0,986.0,1188.0,7.3,56.7,0.5806,20,5,275.0
1452.0,1370.0,1581.0,7.1,50.0,0.5067,9,4,679.0
817.0,688.0,1435.0,23.6,38.1,1.0917,15,6,51.0
889.0,559.0,1241.0,10.2,63.2,0.7865,3,3,141.0
1051.0,1220.0,1729.0,31.4,18.5,0.8376,19,4,201.0
846.0,930.0,1467.0,30.2,18.0,0.7613,12,0,89.0
1169.0,846.0,1157.0,5.4,77.6,0.7031,19,6,217.0
894.0,810.0,1421.0,21.8,34.9,0.9004,12,5,82.0
822.0,581.0,1256.0,14.2,49.9,0.8025,6,6,34.0
969.0,843.0,1213.0,6.9,86.0,0.8632,10,2,354.0
869.0,740.0,1366.0,21.3,35.8,0.8975,11,5,77.0
1049.0,817.0,1517.0,20.8,68.6,1.6719,21,6,168.0
1239.0,1062.0,1299.0,23.2,23.3,0.6562,17,2,431.0
1571.0,1559.0,2277.0,21.7,66.6,1.7077,18,6,544.0
1065.0,1110.0,1691.0,33.6,20.7,1.059,18,4,161.0
1047.0,783.0,1449.0,12.0,66.9,0.9336,0,5,83.0
1489.0,1193.0,1475.0,8.6,69.0,0.7732,8,2,670.0
1677.0,1346.0,2062.0,9.7,64.6,0.7771,23,4,300.0
875.0,854.0,1200.0,25.1,13.1,0.4129,14,0,111.0
805.0,559.0,781.0,6.4,41.7,0.4034,22,0,93.0
1039.0,906.0,1545.0,28.0,36.1,1.3425,23,1,141.0
800.0,641.0,957.0,11.2,42.0,0.5582,1,1,126.0
1245.0,1143.0,1531.0,15.9,62.7,1.1273,12,3,639.0
833.0,671.0,1482.0,23.1,47.4,1.3208,3,4,141.0
1157.0,1176.0,1779.0,30.6,23.2,1.001,10,0,330.0
1154.0,919.0,1623.0,17.5,54.2,1.0722,18,6,141.0
906.0,719.0,1561.0,24.3,48.2,1.4476,3,6,141.0
900.0,635.0,1307.0,11.1,63.2,0.8331,2,2,47.0
1133.0,1101.0,1669.0,28.0,30.1,1.1226,19,0,141.0
1411.0,1311.0,1589.0,6.5,80.0,0.7789,20,4,707.0
1115.0,1053.0,1722.0,34.8,26.0,1.4241,11,4,158.0
921.0,914.0,1481.0,19.2,35.6,0.7856,15,4,107.0
1065.0,889.0,1760.0,21.9,74.9,1.9396,6,4,94.0
1270.0,1077.0,1353.0,13.1,58.5,0.877,12,3,615.0
1544.0,1266.0,2066.0,14.5,75.7,1.2425,14,4,280.0
1158.0,970.0,1509.0,20.3,68.1,1.6009,23,4,196.0
1038.0,837.0,972.0,4.6,39.4,0.3367,8,3,336.0
918.0,551.0,817.0,6.1,43.6,0.4129,6,1,114.0
927.0,715.0,797.0,4.6,33.8,0.2898,21,6,247.0
1348.0,1398.0,1847.0,20.3,58.4,1.3745,9,2,515.0
1778.0,1935.0,2643.0,20.9,67.5,1.6539,20,1,859.0
1217.0,1175.0,1644.0,25.5,34.8,1.1152,13,2,335.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,5,2,133.0
1059.0,747.0,964.0,6.6,51.2,0.5007,0,2,204.0
1316.0,1121.0,1488.0,15.4,55.3,0.9616,18,6,396.0
856.0,654.0,1100.0,8.7,82.4,0.9294,3,2,141.0
1049.0,983.0,1515.0,29.5,19.7,0.8015,14,3,141.0
946.0,898.0,1377.0,18.4,51.6,1.0832,15,1,141.0
1011.0,527.0,1197.0,10.1,60.5,0.7465,4,3,21.0
935.0,832.0,1566.0,25.7,46.8,1.523,1,5,81.0
1476.0,1352.0,1996.0,26.4,49.8,1.6928,15,4,365.0
877.0,642.0,859.0,11.0,33.0,0.4331,16,6,176.0
1137.0,1234.0,1824.0,23.4,32.0,0.91,17,0,132.0
1452.0,1354.0,2057.0,12.0,58.1,0.8138,8,1,282.0
1054.0,978.0,1398.0,17.1,47.6,0.9208,23,6,303.0
830.0,492.0,948.0,4.7,78.9,0.682,5,2,53.0
1178.0,949.0,1653.0,16.4,57.8,1.0669,20,6,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,6,4,92.0
757.0,635.0,1345.0,27.0,28.0,0.981,14,6,36.0
881.0,680.0,813.0,-1.3,47.5,0.2702,7,2,159.0
1125.0,1283.0,1899.0,25.3,30.0,0.952,19,3,141.0
1111.0,1256.0,1851.0,29.1,22.0,0.8702,20,4,261.0
919.0,571.0,1082.0,13.5,63.8,0.9801,5,6,54.0
930.0,745.0,1391.0,10.8,68.2,0.8806,21,0,141.0
1294.0,1330.0,1363.0,11.4,28.7,0.3865,17,0,676.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,10,2,446.0
1102.0,897.0,1024.0,5.7,42.1,0.3885,2,3,326.0
956.0,794.0,1456.0,24.7,49.2,1.5116,0,1,144.0
1218.0,1198.0,1907.0,32.6,28.0,1.3566,10,0,280.0
1375.0,1247.0,1650.0,18.3,52.8,1.1016,16,4,583.0
787.0,452.0,823.0,7.8,48.1,0.5095,6,4,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,2,4,69.0
993.0,714.0,1238.0,17.0,31.4,0.6048,17,6,77.0
806.0,495.0,685.0,4.0,36.4,0.2982,2,0,68.0
1160.0,1185.0,1522.0,35.1,17.5,0.9733,14,3,396.0
1108.0,945.0,1355.0,15.9,59.4,1.0628,23,3,270.0
1551.0,1271.0,1875.0,21.3,34.8,0.873,19,1,181.0
821.0,584.0,1070.0,12.7,65.6,0.9566,5,6,106.0
987.0,1009.0,1697.0,27.4,31.0,1.1184,11,3,141.0
844.0,538.0,726.0,3.7,35.2,0.2833,7,0,158.0
1408.0,1278.0,1928.0,11.2,57.0,0.7544,9,4,275.0
1689.0,1560.0,2396.0,15.0,58.3,0.9876,7,2,321.0
1078.0,951.0,1718.0,35.4,30.9,1.7505,14,1,127.0
863.0,745.0,1496.0,19.0,54.0,1.1745,4,4,141.0
933.0,748.0,1551.0,31.6,35.5,1.6269,10,5,51.0
874.0,679.0,1444.0,26.0,41.2,1.3598,2,0,26.0
1157.0,1069.0,1653.0,32.1,33.5,1.569,14,0,274.0
1096.0,942.0,1366.0,32.7,22.7,1.1044,13,5,141.0
976.0,852.0,1467.0,40.4,19.8,1.4724,16,5,47.0
960.0,853.0,967.0,13.7,30.3,0.4724,14,0,177.0
808.0,534.0,853.0,8.7,43.4,0.4905,7,3,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,11,2,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,5,44.0
988.0,806.0,1568.0,16.0,61.6,1.1083,8,6,87.0
955.0,723.0,1393.0,27.7,25.8,0.9467,13,6,51.0
1039.0,899.0,1717.0,27.3,51.5,1.844,1,2,92.0
1095.0,767.0,1547.0,15.8,60.5,1.0805,1,0,74.0
819.0,655.0,1104.0,21.6,33.4,0.8519,10,6,103.0
1220.0,1344.0,1676.0,25.2,26.8,0.8451,13,1,524.0
1323.0,973.0,1712.0,16.2,55.4,1.0132,22,5,147.0
1519.0,1461.0,2005.0,14.4,65.8,1.0727,8,1,623.0
800.0,598.0,1278.0,19.8,56.7,1.2941,6,4,84.0
1138.0,1152.0,1877.0,27.3,34.3,1.2284,10,3,164.0
1468.0,1280.0,1899.0,19.7,66.4,1.5035,7,3,141.0
1109.0,989.0,1096.0,11.1,32.2,0.4243,17,4,375.0
1098.0,971.0,1527.0,15.8,40.5,0.7241,15,1,145.0
1380.0,1170.0,1566.0,20.2,42.1,0.984,11,1,473.0
732.0,472.0,866.0,11.1,40.8,0.5395,4,1,37.0
892.0,869.0,1363.0,37.4,14.7,0.9295,12,0,71.0
1384.0,1386.0,1833.0,17.8,65.4,1.3213,9,3,435.0
1290.0,1349.0,1386.0,13.7,28.1,0.4381,17,3,709.0
904.0,593.0,894.0,13.5,37.8,0.5815,23,5,125.0
1079.0,1019.0,1559.0,42.8,14.3,1.2003,14,3,108.0
858.0,756.0,1209.0,17.3,25.6,0.5032,22,0,65.0
1044.0,834.0,924.0,3.9,43.5,0.3538,23,0,292.0
1172.0,1159.0,1653.0,27.4,30.8,1.1112,20,1,141.0
1132.0,1220.0,1910.0,20.8,48.0,1.1702,7,0,177.0
1328.0,1123.0,1821.0,19.4,44.1,0.9855,11,4,180.0
1241.0,1271.0,1971.0,35.8,24.1,1.3924,19,4,155.0
1032.0,892.0,1457.0,20.6,30.0,0.7213,12,5,101.0
1132.0,927.0,1570.0,12.0,61.1,0.8537,16,1,128.0
1094.0,976.0,1753.0,35.6,30.6,1.7493,11,2,141.0
1013.0,687.0,1135.0,8.6,83.5,0.9372,23,1,141.0
1017.0,842.0,1441.0,17.3,38.8,0.7596,21,0,89.0
1194.0,1198.0,1732.0,19.3,67.5,1.4977,19,2,275.0
1038.0,684.0,1279.0,14.4,38.5,0.6291,6,2,85.0
1049.0,853.0,1605.0,23.5,59.8,1.7141,1,6,141.0
1052.0,704.0,1210.0,13.2,69.9,1.0526,2,0,141.0
957.0,816.0,1613.0,22.2,52.7,1.3891,3,6,141.0
859.0,611.0,918.0,8.8,52.1,0.5918,22,2,135.0
1024.0,795.0,1501.0,15.6,60.2,1.0617,2,6,141.0
1093.0,682.0,1256.0,15.4,75.2,1.3024,16,6,199.0
755.0,538.0,621.0,1.0,34.3,0.2292,23,0,100.0
788.0,604.0,1507.0,23.6,61.2,1.7588,5,5,37.0
1100.0,974.0,1131.0,9.4,48.7,0.5748,10,6,420.0
752.0,713.0,1144.0,37.3,10.9,0.6846,17,6,141.0
869.0,646.0,876.0,4.3,45.9,0.3843,8,1,180.0
1587.0,1236.0,1900.0,7.3,63.1,0.6499,8,4,307.0
1243.0,883.0,1660.0,24.8,70.4,2.1766,13,6,141.0
1102.0,885.0,1051.0,12.8,32.6,0.4814,16,5,313.0
1399.0,1558.0,2052.0,28.0,29.1,1.0846,0,6,141.0
1328.0,1029.0,1188.0,8.1,54.1,0.5882,19,5,622.0
854.0,764.0,1476.0,19.3,51.4,1.1387,1,1,88.0
941.0,626.0,1373.0,12.3,66.2,0.945,4,1,59.0
838.0,531.0,774.0,1.0,52.2,0.3489,6,6,95.0
1216.0,1130.0,1994.0,30.5,42.3,1.8173,21,1,117.0
947.0,673.0,974.0,3.2,68.3,0.531,4,6,148.0
1053.0,933.0,1658.0,27.7,40.5,1.4835,1,4,72.0
762.0,434.0,763.0,3.9,47.3,0.3862,7,1,77.0
1248.0,1167.0,1704.0,25.5,52.3,1.6796,10,3,347.0
1631.0,1449.0,2299.0,14.5,58.8,0.963,8,0,141.0
1084.0,866.0,1219.0,20.0,38.9,0.8974,18,3,204.0
1160.0,1189.0,1824.0,17.7,50.9,1.0232,20,0,167.0
863.0,703.0,1403.0,20.8,62.1,1.5044,3,1,141.0
1084.0,1052.0,1677.0,33.4,24.7,1.2516,12,3,136.0
1060.0,991.0,1718.0,36.1,22.1,1.3004,13,5,72.0
1389.0,1311.0,1845.0,28.7,38.4,1.486,15,4,339.0
1007.0,809.0,1611.0,26.6,47.2,1.616,0,0,81.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,11,3,1015.0
1152.0,964.0,1705.0,14.5,65.7,1.0804,6,2,134.0
815.0,538.0,1272.0,16.0,53.7,0.9723,3,3,141.0
776.0,580.0,655.0,1.1,35.4,0.2382,22,0,122.0
944.0,796.0,1407.0,24.0,50.3,1.476,2,4,141.0
785.0,504.0,760.0,5.9,41.8,0.3928,0,1,66.0
1222.0,1083.0,1624.0,21.3,47.2,1.1825,8,5,141.0
1021.0,776.0,1307.0,9.4,53.4,0.63,0,5,94.0
1025.0,761.0,1237.0,13.5,70.8,1.0928,23,1,158.0
1117.0,934.0,1075.0,10.9,35.9,0.468,14,5,357.0
789.0,515.0,1054.0,13.1,67.6,1.0127,3,4,141.0
998.0,920.0,1365.0,16.6,51.3,0.9634,0,0,241.0
1209.0,1082.0,1355.0,6.5,71.0,0.6903,14,1,407.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,22,1,157.0
776.0,590.0,1245.0,21.2,43.8,1.088,3,1,141.0
989.0,667.0,1048.0,8.9,63.5,0.7268,3,4,168.0
890.0,688.0,897.0,11.7,33.8,0.4623,3,5,141.0
1153.0,1230.0,1565.0,16.8,57.8,1.0947,9,0,141.0
939.0,649.0,897.0,3.9,59.0,0.4807,9,5,145.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,15,5,51.0
989.0,891.0,1453.0,16.8,79.0,1.4978,6,5,237.0
1315.0,1041.0,1767.0,28.9,29.3,1.1503,16,5,115.0
1367.0,1225.0,1492.0,6.3,74.9,0.7187,20,3,551.0
1422.0,1120.0,1525.0,20.9,43.4,1.0618,14,3,489.0
1273.0,1130.0,1744.0,10.8,65.7,0.8486,20,2,190.0
1242.0,1193.0,1945.0,17.5,60.8,1.2029,15,2,221.0
1492.0,1425.0,1690.0,17.3,35.2,0.6907,20,3,653.0
833.0,526.0,771.0,0.8,52.8,0.3468,8,6,110.0
1044.0,970.0,1751.0,31.8,38.9,1.8005,10,0,54.0
1138.0,898.0,1505.0,15.1,44.3,0.7535,11,2,136.0
1023.0,771.0,982.0,9.3,42.3,0.4974,17,3,212.0
981.0,1054.0,1592.0,25.2,28.6,0.9008,22,1,176.0
1651.0,1234.0,1513.0,11.2,70.8,0.9386,18,5,527.0
792.0,621.0,1322.0,20.0,59.3,1.3681,4,5,40.0
1085.0,1171.0,1863.0,32.8,23.3,1.138,12,1,174.0
1410.0,1363.0,1515.0,13.9,42.8,0.6761,13,0,696.0
1114.0,899.0,1279.0,13.3,63.6,0.9661,19,0,245.0
1028.0,1060.0,1601.0,33.3,24.4,1.232,15,2,213.0
1100.0,832.0,1695.0,28.7,51.4,1.9871,15,3,85.0
1068.0,1029.0,1612.0,27.2,37.4,1.3279,21,2,252.0
1006.0,1006.0,988.0,14.1,17.0,0.2729,14,1,308.0
1118.0,863.0,1194.0,5.6,74.0,0.6808,21,0,326.0
1552.0,1406.0,1749.0,11.8,72.2,0.9948,11,1,1045.0
839.0,609.0,1286.0,20.8,32.3,0.7813,1,1,36.0
1100.0,646.0,1268.0,7.2,67.5,0.6887,6,5,53.0
1120.0,931.0,1652.0,21.6,46.1,1.1725,10,5,118.0
1774.0,1829.0,2457.0,21.4,60.9,1.5322,18,4,852.0
1145.0,915.0,1586.0,21.1,68.6,1.7014,18,6,247.0
1180.0,1145.0,1929.0,24.1,46.5,1.3802,9,2,221.0
760.0,626.0,1386.0,17.8,54.1,1.0938,2,0,22.0
975.0,736.0,1459.0,15.9,55.3,0.991,6,3,86.0
1326.0,1087.0,1333.0,6.7,78.7,0.7779,3,5,141.0
933.0,625.0,1332.0,13.1,57.9,0.8666,3,2,141.0
1334.0,1047.0,1638.0,15.9,42.0,0.7541,19,1,129.0
1025.0,916.0,1018.0,9.5,35.9,0.4273,20,5,294.0
959.0,771.0,975.0,11.8,35.4,0.4877,12,0,217.0
872.0,717.0,882.0,12.7,28.4,0.416,15,4,141.0
973.0,761.0,1501.0,18.0,57.6,1.1788,4,6,49.0
744.0,383.0,720.0,2.7,53.9,0.4062,5,2,17.0
1023.0,776.0,972.0,11.2,37.1,0.4936,11,6,202.0
946.0,827.0,1037.0,6.1,50.3,0.4769,9,6,236.0
1278.0,1130.0,1506.0,15.4,59.6,1.0375,14,2,436.0
930.0,796.0,1263.0,18.6,49.1,1.0435,23,1,135.0
1244.0,1219.0,1949.0,36.9,24.7,1.5134,17,3,177.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,16,4,446.0
1125.0,1056.0,1716.0,33.8,29.2,1.5143,16,0,141.0
1440.0,1271.0,2163.0,15.1,76.8,1.3061,7,2,251.0
1452.0,1381.0,1661.0,13.8,43.6,0.6825,19,4,619.0
953.0,583.0,1043.0,13.3,54.4,0.8287,4,3,93.0
736.0,453.0,602.0,0.2,40.6,0.2566,2,1,39.0
875.0,714.0,1379.0,22.5,46.7,1.261,4,2,141.0
852.0,684.0,1343.0,32.5,25.9,1.2437,14,6,141.0
935.0,628.0,986.0,4.4,77.1,0.6523,23,1,126.0
768.0,671.0,1153.0,13.6,57.6,0.8941,6,6,79.0
969.0,769.0,1485.0,24.5,40.4,1.2251,4,3,43.0
851.0,906.0,1418.0,21.2,27.7,0.6864,12,4,89.0
925.0,672.0,1154.0,16.1,55.4,1.0089,7,5,140.0
1003.0,1047.0,1578.0,36.5,16.7,1.0045,13,4,120.0
971.0,739.0,972.0,9.9,43.5,0.53,13,5,181.0
1066.0,940.0,1744.0,26.6,56.4,1.9349,23,6,86.0
1176.0,880.0,1257.0,9.9,67.6,0.8239,7,0,318.0
1501.0,1403.0,1789.0,4.6,80.3,0.6889,9,1,757.0
970.0,1023.0,1552.0,26.3,27.3,0.9238,22,2,134.0
957.0,875.0,1525.0,25.7,33.0,1.0763,11,0,172.0
941.0,832.0,970.0,7.2,42.8,0.4356,10,6,234.0
1156.0,988.0,1634.0,26.7,43.0,1.4808,9,5,141.0
1096.0,947.0,1519.0,18.6,36.9,0.7829,15,1,115.0
1078.0,808.0,1221.0,13.3,65.6,0.9969,0,1,152.0
852.0,739.0,1525.0,19.6,54.8,1.236,4,5,37.0
973.0,739.0,1354.0,10.4,61.1,0.7717,23,2,81.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,19,1,340.0
1010.0,937.0,1444.0,18.5,31.2,0.6611,8,0,180.0
924.0,629.0,941.0,3.1,68.7,0.5317,7,6,143.0
757.0,542.0,1004.0,15.5,51.5,0.9026,6,6,44.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,2,1,159.0
1143.0,960.0,1110.0,7.4,44.5,0.4582,18,2,313.0
1015.0,869.0,1439.0,21.2,63.4,1.5748,21,6,147.0
859.0,479.0,822.0,5.8,65.0,0.6029,5,6,51.0
1611.0,1274.0,1915.0,15.7,44.1,0.7786,20,5,279.0
872.0,587.0,866.0,4.6,54.6,0.4682,7,5,168.0
729.0,520.0,1318.0,19.2,51.1,1.124,5,4,141.0
971.0,818.0,1565.0,35.3,23.7,1.3331,15,3,59.0
1135.0,842.0,1653.0,18.9,62.5,1.3521,23,0,84.0
1023.0,971.0,1283.0,11.4,59.1,0.7963,15,2,448.0
1419.0,1277.0,1603.0,13.3,61.2,0.933,18,1,495.0
911.0,599.0,1517.0,16.1,80.0,1.4562,2,1,32.0
947.0,697.0,878.0,4.0,50.0,0.4115,0,0,215.0
1038.0,950.0,1750.0,25.5,47.6,1.5318,1,6,71.0
1013.0,1038.0,1598.0,24.3,31.0,0.9268,23,4,164.0
1116.0,1063.0,1571.0,38.9,15.9,1.0896,12,2,140.0
1007.0,864.0,1639.0,22.6,51.0,1.3805,2,6,65.0
802.0,680.0,1137.0,15.3,51.9,0.8982,1,1,105.0
1088.0,1159.0,1626.0,37.2,18.9,1.1774,17,3,141.0
1537.0,1446.0,1855.0,17.2,52.7,1.0285,20,0,638.0
773.0,676.0,1374.0,26.6,29.0,0.9928,12,6,49.0
1265.0,1209.0,2015.0,30.8,37.1,1.6169,9,2,290.0
926.0,1010.0,1526.0,19.7,28.5,0.6445,13,4,132.0
1186.0,925.0,1272.0,7.0,73.7,0.7425,16,0,290.0
939.0,620.0,1095.0,10.9,69.2,0.9033,6,1,151.0
952.0,788.0,1018.0,8.7,44.3,0.4998,21,3,141.0
917.0,654.0,1414.0,17.6,54.6,1.0918,1,0,37.0
1124.0,853.0,1531.0,10.0,68.7,0.8456,6,1,149.0
1072.0,1084.0,1622.0,27.7,20.8,0.7599,13,4,148.0
